Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_27_143,VGND,li1,57.2700,86.7480,0.000048
TAP_TAPCELL_ROW_27_142,VGND,li1,44.3900,86.7480,0.000038
TAP_TAPCELL_ROW_27_141,VGND,li1,31.5100,86.7480,0.000023
TAP_TAPCELL_ROW_27_140,VGND,li1,18.6300,86.7480,0.000015
TAP_TAPCELL_ROW_26_139,VGND,li1,70.1500,81.8910,0.000057
TAP_TAPCELL_ROW_26_138,VGND,li1,44.3900,81.8910,0.000039
TAP_TAPCELL_ROW_26_137,VGND,li1,18.6300,81.8910,0.000019
TAP_TAPCELL_ROW_25_136,VGND,li1,83.0300,81.3080,0.000060
TAP_TAPCELL_ROW_25_135,VGND,li1,57.2700,81.3080,0.000049
TAP_TAPCELL_ROW_25_134,VGND,li1,31.5100,81.3080,0.000024
TAP_TAPCELL_ROW_24_133,VGND,li1,70.1500,76.4510,0.000052
TAP_TAPCELL_ROW_24_132,VGND,li1,44.3900,76.4510,0.000034
TAP_TAPCELL_ROW_24_131,VGND,li1,18.6300,76.4510,0.000018
TAP_TAPCELL_ROW_23_130,VGND,li1,83.0300,75.8680,0.000056
TAP_TAPCELL_ROW_23_129,VGND,li1,57.2700,75.8680,0.000045
TAP_TAPCELL_ROW_23_128,VGND,li1,31.5100,75.8680,0.000023
TAP_TAPCELL_ROW_22_127,VGND,li1,70.1500,71.0110,0.000057
TAP_TAPCELL_ROW_22_126,VGND,li1,44.3900,71.0110,0.000039
TAP_TAPCELL_ROW_22_125,VGND,li1,18.6300,71.0110,0.000020
TAP_TAPCELL_ROW_21_124,VGND,li1,83.0300,70.4280,0.000061
TAP_TAPCELL_ROW_21_123,VGND,li1,57.2700,70.4280,0.000049
TAP_TAPCELL_ROW_21_122,VGND,li1,31.5100,70.4280,0.000027
TAP_TAPCELL_ROW_20_121,VGND,li1,70.1500,65.5710,0.000053
TAP_TAPCELL_ROW_20_120,VGND,li1,44.3900,65.5710,0.000034
TAP_TAPCELL_ROW_20_119,VGND,li1,18.6300,65.5710,0.000017
TAP_TAPCELL_ROW_19_118,VGND,li1,83.0300,64.9880,0.000058
TAP_TAPCELL_ROW_19_117,VGND,li1,57.2700,64.9880,0.000045
TAP_TAPCELL_ROW_19_116,VGND,li1,31.5100,64.9880,0.000021
TAP_TAPCELL_ROW_18_115,VGND,li1,70.1500,60.1310,0.000045
TAP_TAPCELL_ROW_18_114,VGND,li1,44.3900,60.1310,0.000030
TAP_TAPCELL_ROW_18_113,VGND,li1,18.6300,60.1310,0.000016
TAP_TAPCELL_ROW_17_112,VGND,li1,83.0300,59.5480,0.000049
TAP_TAPCELL_ROW_17_111,VGND,li1,57.2700,59.5480,0.000039
TAP_TAPCELL_ROW_17_110,VGND,li1,31.5100,59.5480,0.000020
TAP_TAPCELL_ROW_16_109,VGND,li1,70.1500,54.6910,0.000069
TAP_TAPCELL_ROW_16_108,VGND,li1,44.3900,54.6910,0.000047
TAP_TAPCELL_ROW_16_107,VGND,li1,18.6300,54.6910,0.000024
TAP_TAPCELL_ROW_15_106,VGND,li1,83.0300,54.1080,0.000075
TAP_TAPCELL_ROW_15_105,VGND,li1,57.2700,54.1080,0.000060
TAP_TAPCELL_ROW_15_104,VGND,li1,31.5100,54.1080,0.000033
TAP_TAPCELL_ROW_14_103,VGND,li1,70.1500,49.2510,0.000056
TAP_TAPCELL_ROW_14_102,VGND,li1,44.3900,49.2510,0.000038
TAP_TAPCELL_ROW_14_101,VGND,li1,18.6300,49.2510,0.000020
TAP_TAPCELL_ROW_13_100,VGND,li1,83.0300,48.6680,0.000061
TAP_TAPCELL_ROW_13_99,VGND,li1,57.2700,48.6680,0.000049
TAP_TAPCELL_ROW_13_98,VGND,li1,31.5100,48.6680,0.000026
TAP_TAPCELL_ROW_12_97,VGND,li1,70.1500,43.8110,0.000069
TAP_TAPCELL_ROW_12_96,VGND,li1,44.3900,43.8110,0.000045
TAP_TAPCELL_ROW_12_95,VGND,li1,18.6300,43.8110,0.000023
TAP_TAPCELL_ROW_11_94,VGND,li1,83.0300,43.2280,0.000074
TAP_TAPCELL_ROW_11_93,VGND,li1,57.2700,43.2280,0.000058
TAP_TAPCELL_ROW_11_92,VGND,li1,31.5100,43.2280,0.000029
TAP_TAPCELL_ROW_10_91,VGND,li1,70.1500,38.3710,0.000061
TAP_TAPCELL_ROW_10_90,VGND,li1,44.3900,38.3710,0.000038
TAP_TAPCELL_ROW_10_89,VGND,li1,18.6300,38.3710,0.000024
TAP_TAPCELL_ROW_9_88,VGND,li1,83.0300,37.7880,0.000067
TAP_TAPCELL_ROW_9_87,VGND,li1,57.2700,37.7880,0.000050
TAP_TAPCELL_ROW_9_86,VGND,li1,31.5100,37.7880,0.000025
TAP_TAPCELL_ROW_8_85,VGND,li1,70.1500,32.9310,0.000063
TAP_TAPCELL_ROW_8_84,VGND,li1,44.3900,32.9310,0.000043
TAP_TAPCELL_ROW_8_83,VGND,li1,18.6300,32.9310,0.000021
TAP_TAPCELL_ROW_7_82,VGND,li1,83.0300,32.3480,0.000067
TAP_TAPCELL_ROW_7_81,VGND,li1,57.2700,32.3480,0.000055
TAP_TAPCELL_ROW_7_80,VGND,li1,31.5100,32.3480,0.000028
TAP_TAPCELL_ROW_6_79,VGND,li1,70.1500,27.4910,0.000072
TAP_TAPCELL_ROW_6_78,VGND,li1,44.3900,27.4910,0.000048
TAP_TAPCELL_ROW_6_77,VGND,li1,18.6300,27.4910,0.000025
TAP_TAPCELL_ROW_5_76,VGND,li1,83.0300,26.9080,0.000079
TAP_TAPCELL_ROW_5_75,VGND,li1,57.2700,26.9080,0.000060
TAP_TAPCELL_ROW_5_74,VGND,li1,31.5100,26.9080,0.000029
TAP_TAPCELL_ROW_4_73,VGND,li1,70.1500,22.0510,0.000067
TAP_TAPCELL_ROW_4_72,VGND,li1,44.3900,22.0510,0.000045
TAP_TAPCELL_ROW_4_71,VGND,li1,18.6300,22.0510,0.000021
TAP_TAPCELL_ROW_3_70,VGND,li1,83.0300,21.4680,0.000074
TAP_TAPCELL_ROW_3_69,VGND,li1,57.2700,21.4680,0.000057
TAP_TAPCELL_ROW_3_68,VGND,li1,31.5100,21.4680,0.000029
TAP_TAPCELL_ROW_2_67,VGND,li1,70.1500,16.6110,0.000087
TAP_TAPCELL_ROW_2_66,VGND,li1,44.3900,16.6110,0.000060
TAP_TAPCELL_ROW_2_65,VGND,li1,18.6300,16.6110,0.000028
TAP_TAPCELL_ROW_1_64,VGND,li1,83.0300,16.0280,0.000092
TAP_TAPCELL_ROW_1_63,VGND,li1,57.2700,16.0280,0.000076
TAP_TAPCELL_ROW_1_62,VGND,li1,31.5100,16.0280,0.000038
TAP_TAPCELL_ROW_0_61,VGND,li1,83.0300,11.1710,0.000050
TAP_TAPCELL_ROW_0_60,VGND,li1,70.1500,11.1710,0.000046
TAP_TAPCELL_ROW_0_59,VGND,li1,57.2700,11.1710,0.000040
TAP_TAPCELL_ROW_0_58,VGND,li1,44.3900,11.1710,0.000030
TAP_TAPCELL_ROW_0_57,VGND,li1,31.5100,11.1710,0.000017
TAP_TAPCELL_ROW_0_56,VGND,li1,18.6300,11.1710,0.000014
PHY_EDGE_ROW_27_Left_55,VGND,li1,6.2100,87.0400,0.000015
PHY_EDGE_ROW_26_Left_54,VGND,li1,6.2100,81.6000,0.000021
PHY_EDGE_ROW_25_Left_53,VGND,li1,6.2100,81.6000,0.000021
PHY_EDGE_ROW_24_Left_52,VGND,li1,6.2100,76.1600,0.000020
PHY_EDGE_ROW_23_Left_51,VGND,li1,6.2100,76.1600,0.000020
PHY_EDGE_ROW_22_Left_50,VGND,li1,6.2100,70.7200,0.000022
PHY_EDGE_ROW_21_Left_49,VGND,li1,6.2100,70.7200,0.000022
PHY_EDGE_ROW_20_Left_48,VGND,li1,6.2100,65.2800,0.000019
PHY_EDGE_ROW_19_Left_47,VGND,li1,6.2100,65.2800,0.000019
PHY_EDGE_ROW_18_Left_46,VGND,li1,6.2100,59.8400,0.000019
PHY_EDGE_ROW_17_Left_45,VGND,li1,6.2100,59.8400,0.000019
PHY_EDGE_ROW_16_Left_44,VGND,li1,6.2100,54.4000,0.000026
PHY_EDGE_ROW_15_Left_43,VGND,li1,6.2100,54.4000,0.000026
PHY_EDGE_ROW_14_Left_42,VGND,li1,6.2100,48.9600,0.000021
PHY_EDGE_ROW_13_Left_41,VGND,li1,6.2100,48.9600,0.000021
PHY_EDGE_ROW_12_Left_40,VGND,li1,6.2100,43.5200,0.000026
PHY_EDGE_ROW_11_Left_39,VGND,li1,6.2100,43.5200,0.000026
PHY_EDGE_ROW_10_Left_38,VGND,li1,6.2100,38.0800,0.000027
PHY_EDGE_ROW_9_Left_37,VGND,li1,6.2100,38.0800,0.000027
PHY_EDGE_ROW_8_Left_36,VGND,li1,6.2100,32.6400,0.000022
PHY_EDGE_ROW_7_Left_35,VGND,li1,6.2100,32.6400,0.000022
PHY_EDGE_ROW_6_Left_34,VGND,li1,6.2100,27.2000,0.000028
PHY_EDGE_ROW_5_Left_33,VGND,li1,6.2100,27.2000,0.000028
PHY_EDGE_ROW_4_Left_32,VGND,li1,6.2100,21.7600,0.000023
PHY_EDGE_ROW_3_Left_31,VGND,li1,6.2100,21.7600,0.000023
PHY_EDGE_ROW_2_Left_30,VGND,li1,6.2100,16.3200,0.000031
PHY_EDGE_ROW_1_Left_29,VGND,li1,6.2100,16.3200,0.000031
PHY_EDGE_ROW_0_Left_28,VGND,li1,6.2100,10.8800,0.000014
PHY_EDGE_ROW_27_Right_27,VGND,li1,93.6100,87.0400,0.000061
PHY_EDGE_ROW_26_Right_26,VGND,li1,93.6100,81.6000,0.000061
PHY_EDGE_ROW_25_Right_25,VGND,li1,93.6100,81.6000,0.000061
PHY_EDGE_ROW_24_Right_24,VGND,li1,93.6100,76.1600,0.000059
PHY_EDGE_ROW_23_Right_23,VGND,li1,93.6100,76.1600,0.000059
PHY_EDGE_ROW_22_Right_22,VGND,li1,93.6100,70.7200,0.000062
PHY_EDGE_ROW_21_Right_21,VGND,li1,93.6100,70.7200,0.000062
PHY_EDGE_ROW_20_Right_20,VGND,li1,93.6100,65.2800,0.000060
PHY_EDGE_ROW_19_Right_19,VGND,li1,93.6100,65.2800,0.000060
PHY_EDGE_ROW_18_Right_18,VGND,li1,93.6100,59.8400,0.000049
PHY_EDGE_ROW_17_Right_17,VGND,li1,93.6100,59.8400,0.000049
PHY_EDGE_ROW_16_Right_16,VGND,li1,93.6100,54.4000,0.000077
PHY_EDGE_ROW_15_Right_15,VGND,li1,93.6100,54.4000,0.000077
PHY_EDGE_ROW_14_Right_14,VGND,li1,93.6100,48.9600,0.000062
PHY_EDGE_ROW_13_Right_13,VGND,li1,93.6100,48.9600,0.000062
PHY_EDGE_ROW_12_Right_12,VGND,li1,93.6100,43.5200,0.000075
PHY_EDGE_ROW_11_Right_11,VGND,li1,93.6100,43.5200,0.000075
PHY_EDGE_ROW_10_Right_10,VGND,li1,93.6100,38.0800,0.000069
PHY_EDGE_ROW_9_Right_9,VGND,li1,93.6100,38.0800,0.000069
PHY_EDGE_ROW_8_Right_8,VGND,li1,93.6100,32.6400,0.000068
PHY_EDGE_ROW_7_Right_7,VGND,li1,93.6100,32.6400,0.000068
PHY_EDGE_ROW_6_Right_6,VGND,li1,93.6100,27.2000,0.000081
PHY_EDGE_ROW_5_Right_5,VGND,li1,93.6100,27.2000,0.000081
PHY_EDGE_ROW_4_Right_4,VGND,li1,93.6100,21.7600,0.000075
PHY_EDGE_ROW_3_Right_3,VGND,li1,93.6100,21.7600,0.000075
PHY_EDGE_ROW_2_Right_2,VGND,li1,93.6100,16.3200,0.000093
PHY_EDGE_ROW_1_Right_1,VGND,li1,93.6100,16.3200,0.000093
PHY_EDGE_ROW_0_Right_0,VGND,li1,93.6100,10.8800,0.000051
_890_,VGND,li1,68.3100,48.9600,0.000055
_889_,VGND,li1,79.8100,59.8400,0.000048
_888_,VGND,li1,85.5600,43.5200,0.000075
_887_,VGND,li1,87.6300,48.9600,0.000062
_886_,VGND,li1,65.5500,43.5200,0.000066
_885_,VGND,li1,86.2500,38.0800,0.000068
_884_,VGND,li1,76.5900,27.2000,0.000075
_883_,VGND,li1,89.0100,43.5200,0.000075
_882_,VGND,li1,86.9400,48.9600,0.000062
_881_,VGND,li1,91.7700,48.9600,0.000062
_880_,VGND,li1,79.8100,48.9600,0.000061
_879_,VGND,li1,85.3300,59.8400,0.000049
_878_,VGND,li1,91.3100,70.7200,0.000062
_877_,VGND,li1,83.9500,65.2800,0.000059
_876_,VGND,li1,83.9500,48.9600,0.000061
_875_,VGND,li1,84.4100,21.7600,0.000074
_874_,VGND,li1,81.1900,32.6400,0.000067
_873_,VGND,li1,84.4100,27.2000,0.000079
_872_,VGND,li1,74.2900,54.4000,0.000071
_871_,VGND,li1,76.5900,48.9600,0.000059
_870_,VGND,li1,80.5000,54.4000,0.000074
_869_,VGND,li1,75.2100,59.8400,0.000047
_868_,VGND,li1,71.5300,54.4000,0.000070
_867_,VGND,li1,77.9700,54.4000,0.000073
_866_,VGND,li1,80.9600,59.8400,0.000048
_865_,VGND,li1,86.4800,59.8400,0.000049
_864_,VGND,li1,83.0300,59.8400,0.000049
_863_,VGND,li1,70.8400,65.2800,0.000054
_862_,VGND,li1,78.2000,65.2800,0.000057
_861_,VGND,li1,84.4100,43.5200,0.000074
_860_,VGND,li1,72.4500,59.8400,0.000046
_859_,VGND,li1,67.3900,54.4000,0.000067
_858_,VGND,li1,84.4100,38.0800,0.000067
_857_,VGND,li1,74.5200,65.2800,0.000056
_856_,VGND,li1,72.4500,59.8400,0.000046
_855_,VGND,li1,68.7700,59.8400,0.000044
_854_,VGND,li1,75.4400,65.2800,0.000056
_853_,VGND,li1,76.1300,59.8400,0.000047
_852_,VGND,li1,85.3300,65.2800,0.000059
_851_,VGND,li1,79.1200,65.2800,0.000057
_850_,VGND,li1,72.4500,65.2800,0.000054
_849_,VGND,li1,84.4100,54.4000,0.000076
_848_,VGND,li1,81.4200,65.2800,0.000058
_847_,VGND,li1,84.4100,70.7200,0.000062
_846_,VGND,li1,87.6300,70.7200,0.000062
_845_,VGND,li1,87.6300,70.7200,0.000062
_844_,VGND,li1,73.3700,70.7200,0.000058
_843_,VGND,li1,77.5100,70.7200,0.000060
_842_,VGND,li1,76.5900,70.7200,0.000060
_841_,VGND,li1,56.3500,70.7200,0.000049
_840_,VGND,li1,54.0500,76.1600,0.000043
_839_,VGND,li1,55.4300,76.1600,0.000044
_838_,VGND,li1,55.6600,70.7200,0.000049
_837_,VGND,li1,42.5500,81.6000,0.000037
_836_,VGND,li1,51.0600,70.7200,0.000044
_835_,VGND,li1,48.3000,65.2800,0.000038
_834_,VGND,li1,51.7500,65.2800,0.000040
_833_,VGND,li1,47.6100,76.1600,0.000038
_832_,VGND,li1,49.4500,70.7200,0.000043
_831_,VGND,li1,73.3700,70.7200,0.000058
_830_,VGND,li1,81.6500,70.7200,0.000061
_829_,VGND,li1,91.7700,81.6000,0.000061
_828_,VGND,li1,84.6400,70.7200,0.000062
_827_,VGND,li1,84.8700,76.1600,0.000057
_826_,VGND,li1,48.5300,76.1600,0.000038
_825_,VGND,li1,46.9200,81.6000,0.000041
_824_,VGND,li1,51.2900,76.1600,0.000040
_823_,VGND,li1,51.7500,81.6000,0.000045
_822_,VGND,li1,55.4300,81.6000,0.000047
_821_,VGND,li1,51.5200,76.1600,0.000040
_820_,VGND,li1,57.2700,81.6000,0.000049
_819_,VGND,li1,66.7000,76.1600,0.000050
_818_,VGND,li1,59.8000,76.1600,0.000046
_817_,VGND,li1,59.5700,81.6000,0.000051
_816_,VGND,li1,59.5700,76.1600,0.000046
_815_,VGND,li1,63.9400,76.1600,0.000048
_814_,VGND,li1,44.8500,81.6000,0.000039
_813_,VGND,li1,42.5500,81.6000,0.000037
_812_,VGND,li1,45.7700,76.1600,0.000036
_811_,VGND,li1,43.0100,76.1600,0.000034
_810_,VGND,li1,67.6200,81.6000,0.000055
_809_,VGND,li1,60.7200,81.6000,0.000051
_808_,VGND,li1,72.2200,81.6000,0.000057
_807_,VGND,li1,68.3100,87.0400,0.000054
_806_,VGND,li1,63.9400,81.6000,0.000053
_805_,VGND,li1,69.0000,81.6000,0.000055
_804_,VGND,li1,80.7300,81.6000,0.000060
_803_,VGND,li1,67.1600,76.1600,0.000050
_802_,VGND,li1,77.5100,81.6000,0.000059
_801_,VGND,li1,74.2900,81.6000,0.000058
_800_,VGND,li1,54.0500,81.6000,0.000047
_799_,VGND,li1,62.3300,76.1600,0.000048
_798_,VGND,li1,56.8100,76.1600,0.000044
_797_,VGND,li1,88.3200,81.6000,0.000061
_796_,VGND,li1,80.9600,81.6000,0.000060
_795_,VGND,li1,88.7800,81.6000,0.000061
_794_,VGND,li1,85.3300,81.6000,0.000061
_793_,VGND,li1,84.1800,76.1600,0.000057
_792_,VGND,li1,79.5800,76.1600,0.000055
_791_,VGND,li1,87.6300,76.1600,0.000058
_790_,VGND,li1,84.6400,81.6000,0.000061
_789_,VGND,li1,69.2300,76.1600,0.000052
_788_,VGND,li1,88.0900,87.0400,0.000060
_787_,VGND,li1,76.1300,76.1600,0.000055
_786_,VGND,li1,75.2100,76.1600,0.000054
_785_,VGND,li1,73.8300,76.1600,0.000054
_784_,VGND,li1,72.4500,76.1600,0.000053
_783_,VGND,li1,78.4300,76.1600,0.000055
_782_,VGND,li1,81.6500,76.1600,0.000056
_781_,VGND,li1,66.9300,70.7200,0.000056
_780_,VGND,li1,68.3100,70.7200,0.000056
_779_,VGND,li1,71.0700,70.7200,0.000057
_778_,VGND,li1,46.0000,70.7200,0.000041
_777_,VGND,li1,40.9400,76.1600,0.000032
_776_,VGND,li1,37.0300,70.7200,0.000033
_775_,VGND,li1,37.4900,76.1600,0.000029
_774_,VGND,li1,53.1300,70.7200,0.000047
_773_,VGND,li1,46.0000,70.7200,0.000041
_772_,VGND,li1,40.2500,70.7200,0.000035
_771_,VGND,li1,34.7300,81.6000,0.000029
_770_,VGND,li1,35.8800,65.2800,0.000027
_769_,VGND,li1,81.6500,70.7200,0.000061
_768_,VGND,li1,71.5300,76.1600,0.000053
_767_,VGND,li1,91.7700,81.6000,0.000061
_766_,VGND,li1,34.7300,81.6000,0.000029
_765_,VGND,li1,38.4100,81.6000,0.000033
_764_,VGND,li1,35.1900,76.1600,0.000027
_763_,VGND,li1,36.1100,76.1600,0.000027
_762_,VGND,li1,34.0400,70.7200,0.000029
_761_,VGND,li1,25.5300,76.1600,0.000016
_760_,VGND,li1,33.3500,65.2800,0.000024
_759_,VGND,li1,29.4400,70.7200,0.000024
_758_,VGND,li1,34.7300,70.7200,0.000029
_757_,VGND,li1,29.6700,70.7200,0.000024
_756_,VGND,li1,24.1500,81.6000,0.000017
_755_,VGND,li1,40.2500,76.1600,0.000032
_754_,VGND,li1,32.8900,76.1600,0.000023
_753_,VGND,li1,31.9700,76.1600,0.000023
_752_,VGND,li1,29.2100,76.1600,0.000021
_751_,VGND,li1,27.8300,81.6000,0.000021
_750_,VGND,li1,22.7700,76.1600,0.000017
_749_,VGND,li1,28.7500,81.6000,0.000021
_748_,VGND,li1,25.9900,76.1600,0.000016
_747_,VGND,li1,25.9900,70.7200,0.000020
_746_,VGND,li1,23.2300,76.1600,0.000017
_745_,VGND,li1,9.2000,70.7200,0.000022
_744_,VGND,li1,26.4500,70.7200,0.000020
_743_,VGND,li1,16.7900,70.7200,0.000021
_742_,VGND,li1,20.4700,70.7200,0.000019
_741_,VGND,li1,26.6800,65.2800,0.000015
_740_,VGND,li1,22.7700,81.6000,0.000018
_739_,VGND,li1,17.2500,81.6000,0.000019
_738_,VGND,li1,21.1600,81.6000,0.000018
_737_,VGND,li1,16.3300,81.6000,0.000020
_736_,VGND,li1,15.8700,76.1600,0.000019
_735_,VGND,li1,20.0100,76.1600,0.000018
_734_,VGND,li1,15.4100,76.1600,0.000019
_733_,VGND,li1,15.8700,70.7200,0.000021
_732_,VGND,li1,19.0900,70.7200,0.000020
_731_,VGND,li1,22.3100,70.7200,0.000018
_730_,VGND,li1,16.5600,65.2800,0.000018
_729_,VGND,li1,9.8900,76.1600,0.000020
_728_,VGND,li1,13.1100,81.6000,0.000021
_727_,VGND,li1,13.5700,87.0400,0.000015
_726_,VGND,li1,15.8700,59.8400,0.000017
_725_,VGND,li1,13.5700,65.2800,0.000018
_724_,VGND,li1,20.4700,65.2800,0.000017
_723_,VGND,li1,20.9300,65.2800,0.000017
_722_,VGND,li1,22.3100,59.8400,0.000015
_721_,VGND,li1,39.7900,70.7200,0.000035
_720_,VGND,li1,43.7000,65.2800,0.000034
_719_,VGND,li1,39.7900,65.2800,0.000031
_718_,VGND,li1,27.3700,59.8400,0.000016
_717_,VGND,li1,23.2300,65.2800,0.000016
_716_,VGND,li1,39.1000,65.2800,0.000029
_715_,VGND,li1,34.7300,59.8400,0.000024
_714_,VGND,li1,9.8900,65.2800,0.000019
_713_,VGND,li1,19.0900,76.1600,0.000018
_712_,VGND,li1,32.8900,54.4000,0.000033
_711_,VGND,li1,31.0500,59.8400,0.000020
_710_,VGND,li1,30.1300,65.2800,0.000021
_709_,VGND,li1,37.4900,59.8400,0.000026
_708_,VGND,li1,40.4800,59.8400,0.000029
_707_,VGND,li1,41.6300,59.8400,0.000029
_706_,VGND,li1,62.7900,59.8400,0.000042
_705_,VGND,li1,45.5400,59.8400,0.000032
_704_,VGND,li1,54.0500,59.8400,0.000038
_703_,VGND,li1,59.5700,65.2800,0.000047
_702_,VGND,li1,33.3500,65.2800,0.000024
_701_,VGND,li1,27.8300,65.2800,0.000018
_700_,VGND,li1,28.5200,59.8400,0.000018
_699_,VGND,li1,60.0300,65.2800,0.000047
_698_,VGND,li1,63.7100,65.2800,0.000049
_697_,VGND,li1,67.3900,65.2800,0.000052
_696_,VGND,li1,54.0500,65.2800,0.000043
_695_,VGND,li1,54.0500,59.8400,0.000038
_694_,VGND,li1,57.2700,59.8400,0.000039
_693_,VGND,li1,56.3500,54.4000,0.000060
_692_,VGND,li1,60.9500,54.4000,0.000064
_691_,VGND,li1,48.7600,59.8400,0.000034
_690_,VGND,li1,45.7700,54.4000,0.000050
_689_,VGND,li1,63.7100,59.8400,0.000042
_688_,VGND,li1,46.6900,65.2800,0.000037
_687_,VGND,li1,47.1500,54.4000,0.000052
_686_,VGND,li1,63.9400,48.9600,0.000053
_685_,VGND,li1,66.9300,65.2800,0.000052
_684_,VGND,li1,65.0900,65.2800,0.000051
_683_,VGND,li1,62.3300,70.7200,0.000053
_682_,VGND,li1,62.5600,65.2800,0.000049
_681_,VGND,li1,51.7500,54.4000,0.000056
_680_,VGND,li1,60.4900,59.8400,0.000041
_679_,VGND,li1,63.9400,54.4000,0.000066
_678_,VGND,li1,51.2900,54.4000,0.000055
_677_,VGND,li1,54.9700,54.4000,0.000059
_676_,VGND,li1,59.1100,54.4000,0.000062
_675_,VGND,li1,48.5300,54.4000,0.000052
_674_,VGND,li1,53.8200,43.5200,0.000056
_673_,VGND,li1,54.5100,43.5200,0.000056
_672_,VGND,li1,65.5500,54.4000,0.000066
_671_,VGND,li1,66.4700,59.8400,0.000043
_670_,VGND,li1,60.4900,43.5200,0.000062
_669_,VGND,li1,59.5700,48.9600,0.000051
_668_,VGND,li1,57.2700,43.5200,0.000058
_667_,VGND,li1,49.9100,43.5200,0.000050
_666_,VGND,li1,49.9100,48.9600,0.000043
_665_,VGND,li1,38.8700,43.5200,0.000040
_664_,VGND,li1,35.6500,54.4000,0.000038
_663_,VGND,li1,34.0400,43.5200,0.000032
_662_,VGND,li1,45.7700,43.5200,0.000048
_661_,VGND,li1,40.0200,38.0800,0.000034
_660_,VGND,li1,43.9300,38.0800,0.000038
_659_,VGND,li1,41.1700,48.9600,0.000035
_658_,VGND,li1,41.1700,32.6400,0.000040
_657_,VGND,li1,40.9400,38.0800,0.000036
_656_,VGND,li1,35.1900,43.5200,0.000035
_655_,VGND,li1,55.6600,48.9600,0.000047
_654_,VGND,li1,58.6500,48.9600,0.000049
_653_,VGND,li1,60.9500,48.9600,0.000051
_652_,VGND,li1,36.5700,48.9600,0.000031
_651_,VGND,li1,41.1700,48.9600,0.000035
_650_,VGND,li1,35.6500,48.9600,0.000029
_649_,VGND,li1,35.1900,54.4000,0.000038
_648_,VGND,li1,29.6700,54.4000,0.000030
_647_,VGND,li1,28.9800,48.9600,0.000023
_646_,VGND,li1,27.3700,54.4000,0.000027
_645_,VGND,li1,20.4700,54.4000,0.000023
_644_,VGND,li1,15.1800,54.4000,0.000025
_643_,VGND,li1,28.2900,54.4000,0.000027
_642_,VGND,li1,25.0700,54.4000,0.000021
_641_,VGND,li1,29.6700,48.9600,0.000023
_640_,VGND,li1,38.8700,54.4000,0.000041
_639_,VGND,li1,38.8700,43.5200,0.000040
_638_,VGND,li1,43.9300,48.9600,0.000038
_637_,VGND,li1,38.1800,48.9600,0.000031
_636_,VGND,li1,24.1500,59.8400,0.000014
_635_,VGND,li1,20.4700,59.8400,0.000016
_634_,VGND,li1,16.7900,59.8400,0.000017
_633_,VGND,li1,23.6900,54.4000,0.000021
_632_,VGND,li1,25.0700,48.9600,0.000017
_631_,VGND,li1,10.8100,48.9600,0.000021
_630_,VGND,li1,10.8100,54.4000,0.000026
_629_,VGND,li1,8.5100,43.5200,0.000026
_628_,VGND,li1,26.4500,48.9600,0.000020
_627_,VGND,li1,21.1600,48.9600,0.000018
_626_,VGND,li1,33.1200,48.9600,0.000026
_625_,VGND,li1,10.3500,59.8400,0.000019
_624_,VGND,li1,16.7900,65.2800,0.000018
_623_,VGND,li1,24.1500,43.5200,0.000020
_622_,VGND,li1,17.7100,48.9600,0.000020
_621_,VGND,li1,32.4300,48.9600,0.000026
_620_,VGND,li1,20.0100,43.5200,0.000023
_619_,VGND,li1,21.8500,38.0800,0.000021
_618_,VGND,li1,22.5400,38.0800,0.000021
_617_,VGND,li1,25.9900,38.0800,0.000019
_616_,VGND,li1,26.9100,43.5200,0.000024
_615_,VGND,li1,9.8900,48.9600,0.000021
_614_,VGND,li1,14.4900,48.9600,0.000021
_613_,VGND,li1,11.9600,43.5200,0.000025
_612_,VGND,li1,31.0500,38.0800,0.000025
_611_,VGND,li1,25.0700,38.0800,0.000019
_610_,VGND,li1,28.2900,43.5200,0.000024
_609_,VGND,li1,30.1300,43.5200,0.000029
_608_,VGND,li1,29.6700,32.6400,0.000026
_607_,VGND,li1,24.1500,43.5200,0.000020
_606_,VGND,li1,33.3500,32.6400,0.000030
_605_,VGND,li1,28.2900,38.0800,0.000022
_604_,VGND,li1,41.1700,32.6400,0.000040
_603_,VGND,li1,40.7100,27.2000,0.000043
_602_,VGND,li1,30.1300,27.2000,0.000029
_601_,VGND,li1,33.3500,27.2000,0.000034
_600_,VGND,li1,41.4000,27.2000,0.000043
_599_,VGND,li1,26.2200,27.2000,0.000022
_598_,VGND,li1,14.0300,38.0800,0.000025
_597_,VGND,li1,15.4100,43.5200,0.000024
_596_,VGND,li1,25.0700,32.6400,0.000019
_595_,VGND,li1,27.8300,32.6400,0.000022
_594_,VGND,li1,31.2800,32.6400,0.000026
_593_,VGND,li1,22.7700,32.6400,0.000020
_592_,VGND,li1,22.3100,27.2000,0.000023
_591_,VGND,li1,25.5300,27.2000,0.000022
_590_,VGND,li1,21.6200,32.6400,0.000020
_589_,VGND,li1,16.7900,21.7600,0.000021
_588_,VGND,li1,19.0900,21.7600,0.000021
_587_,VGND,li1,11.7300,21.7600,0.000022
_586_,VGND,li1,10.1200,27.2000,0.000028
_585_,VGND,li1,34.7300,27.2000,0.000034
_584_,VGND,li1,32.8900,38.0800,0.000027
_583_,VGND,li1,36.1100,32.6400,0.000034
